title,price,rating,category,scraping_date
The Grand Design,13.76,3,Science,2026-03-31 14:30:24
The Firm,45.56,3,Fiction,2026-03-31 14:30:24
The Fault in Our Stars,47.22,1,Default,2026-03-31 14:30:24
The False Prince (The Ascendance Trilogy #1),56.0,5,Fantasy,2026-03-31 14:30:24
The Expatriates,44.58,2,Fiction,2026-03-31 14:30:24
The Dream Thieves (The Raven Cycle #2),34.5,1,Default,2026-03-31 14:30:24
The Darkest Corners,11.33,5,Young Adult,2026-03-31 14:30:24
The Crossover,38.77,4,Poetry,2026-03-31 14:30:24
The 5th Wave (The 5th Wave #1),11.83,2,Default,2026-03-31 14:30:24
Tell the Wind and Fire,45.51,3,Fantasy,2026-03-31 14:30:24
Tell Me Three Things,41.81,1,Young Adult,2026-03-31 14:30:24
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,Nonfiction,2026-03-31 14:30:24
Siddhartha,34.22,5,Fiction,2026-03-31 14:30:24
Shiver (The Wolves of Mercy Falls #1),16.23,5,Default,2026-03-31 14:30:24
Remember Me?,11.48,3,Default,2026-03-31 14:30:24
Red Dragon (Hannibal Lecter #1),23.37,3,Horror,2026-03-31 14:30:24
Peak: Secrets from the New Science of Expertise,16.28,2,Science,2026-03-31 14:30:24
My Mother Was Nuts,31.63,4,Nonfiction,2026-03-31 14:30:24
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,Food and Drink,2026-03-31 14:30:24
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,Childrens,2026-03-31 14:30:24
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,Young Adult,2026-03-31 14:30:24
Logan Kade (Fallen Crest High #5.5),13.12,2,Academic,2026-03-31 14:30:24
Last One Home (New Beginnings #1),59.98,3,Fiction,2026-03-31 14:30:24
Killing Floor (Jack Reacher #1),31.49,4,Thriller,2026-03-31 14:30:24
Kill the Boy Band,15.52,5,Young Adult,2026-03-31 14:30:24
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,Young Adult,2026-03-31 14:30:24
If I Stay (If I Stay #1),38.13,5,Default,2026-03-31 14:30:24
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,Default,2026-03-31 14:30:24
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,Default,2026-03-31 14:30:24
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,Sequential Art,2026-03-31 14:30:24
Foundation (Foundation (Publication Order) #1),32.42,1,Science Fiction,2026-03-31 14:30:24
Fool Me Once,16.96,1,Default,2026-03-31 14:30:24
Find Her (Detective D.D. Warren #8),22.37,1,Add a comment,2026-03-31 14:30:24
Evicted: Poverty and Profit in the American City,42.27,1,Add a comment,2026-03-31 14:30:24
Drama,38.7,2,Default,2026-03-31 14:30:24
Dracula the Un-Dead,35.63,5,Horror,2026-03-31 14:30:24
Digital Fortress,58.0,5,Fiction,2026-03-31 14:30:24
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,Sequential Art,2026-03-31 14:30:24
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,Nonfiction,2026-03-31 14:30:24
Critique of Pure Reason,20.75,1,Philosophy,2026-03-31 14:30:24
Booked,17.49,5,Poetry,2026-03-31 14:30:24
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,Default,2026-03-31 14:30:24
Approval Junkie: Adventures in Caring Too Much,58.81,5,Autobiography,2026-03-31 14:30:24
An Abundance of Katherines,10.0,5,Young Adult,2026-03-31 14:30:24
America's War for the Greater Middle East: A Military History,51.22,2,History,2026-03-31 14:30:24
Alight (The Generations Trilogy #2),58.59,4,Default,2026-03-31 14:30:24
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,Romance,2026-03-31 14:30:24
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,Add a comment,2026-03-31 14:30:24
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,Fantasy,2026-03-31 14:30:24
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,Add a comment,2026-03-31 14:30:24
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,Default,2026-03-31 14:30:24
The Shining (The Shining #1),27.88,3,Default,2026-03-31 14:30:24
The Pilgrim's Progress,50.26,2,Classics,2026-03-31 14:30:24
The Perfect Play (Play by Play #1),59.99,3,Romance,2026-03-31 14:30:24
The Passion of Dolssa,28.32,5,Historical Fiction,2026-03-31 14:30:24
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,Nonfiction,2026-03-31 14:30:24
The Hunger Games (The Hunger Games #1),29.85,5,Default,2026-03-31 14:30:24
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,Classics,2026-03-31 14:30:24
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,Nonfiction,2026-03-31 14:30:24
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,Nonfiction,2026-03-31 14:30:24
The Demonists (Demonist #1),52.11,2,Fantasy,2026-03-31 14:30:24
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,Sequential Art,2026-03-31 14:30:24
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,Thriller,2026-03-31 14:30:24
The Beast (Black Dagger Brotherhood #14),46.08,5,Fantasy,2026-03-31 14:30:24
Some Women,13.73,5,Womens Fiction,2026-03-31 14:30:24
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,Womens Fiction,2026-03-31 14:30:24
Paper and Fire (The Great Library #2),49.45,5,Fantasy,2026-03-31 14:30:24
Outlander (Outlander #1),19.67,5,Default,2026-03-31 14:30:24
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,Music,2026-03-31 14:30:24
No One Here Gets Out Alive,20.02,5,Music,2026-03-31 14:30:24
Night Shift (Night Shift #1-20),12.75,4,Horror,2026-03-31 14:30:24
Needful Things,47.51,4,Horror,2026-03-31 14:30:24
Mockingjay (The Hunger Games #3),20.44,4,Default,2026-03-31 14:30:24
Misery,34.79,2,Horror,2026-03-31 14:30:24
Little Women (Little Women #1),28.07,4,Classics,2026-03-31 14:30:24
It,25.01,3,Horror,2026-03-31 14:30:24
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,Default,2026-03-31 14:30:24
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,Young Adult,2026-03-31 14:30:24
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,Fantasy,2026-03-31 14:30:24
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,Fantasy,2026-03-31 14:30:24
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,Fantasy,2026-03-31 14:30:24
Gone with the Wind,32.49,3,Classics,2026-03-31 14:30:24
God Is Not Great: How Religion Poisons Everything,27.8,1,Nonfiction,2026-03-31 14:30:24
Girl With a Pearl Earring,26.77,1,Historical Fiction,2026-03-31 14:30:24
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,Sequential Art,2026-03-31 14:30:24
Far From True (Promise Falls Trilogy #2),34.93,2,Thriller,2026-03-31 14:30:24
Dark Lover (Black Dagger Brotherhood #1),12.87,1,Romance,2026-03-31 14:30:24
Confessions of a Shopaholic (Shopaholic #1),48.94,2,Default,2026-03-31 14:30:24
Changing the Game (Play by Play #2),13.38,3,Romance,2026-03-31 14:30:24
Candide,58.63,3,Classics,2026-03-31 14:30:24
Can You Keep a Secret?,21.94,1,Womens Fiction,2026-03-31 14:30:24
Atlas Shrugged,26.58,5,Fiction,2026-03-31 14:30:24
Animal Farm,57.22,3,Classics,2026-03-31 14:30:24
A Walk to Remember,56.43,1,Romance,2026-03-31 14:30:24
A New Earth: Awakening to Your Life's Purpose,55.65,5,Spirituality,2026-03-31 14:30:24
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,Religion,2026-03-31 14:30:24
'Salem's Lot,49.56,4,Horror,2026-03-31 14:30:24
Zero History (Blue Ant #3),34.77,1,Default,2026-03-31 14:30:24
Wuthering Heights,17.73,3,Classics,2026-03-31 14:30:24
World War Z: An Oral History of the Zombie War,21.8,1,Default,2026-03-31 14:30:24
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,Default,2026-03-31 14:30:24
"Where'd You Go, Bernadette",18.13,1,Default,2026-03-31 14:30:24
When You Are Engulfed in Flames,30.89,5,Humor,2026-03-31 14:30:24
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,Nonfiction,2026-03-31 14:30:24
We Are All Completely Beside Ourselves,24.04,1,Contemporary,2026-03-31 14:30:24
Walk the Edge (Thunder Road #2),32.36,3,Young Adult,2026-03-31 14:30:24
Voyager (Outlander #3),21.07,5,Historical Fiction,2026-03-31 14:30:24
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,Nonfiction,2026-03-31 14:30:24
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,Food and Drink,2026-03-31 14:30:24
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,Nonfiction,2026-03-31 14:30:24
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,Nonfiction,2026-03-31 14:30:24
Two Boys Kissing,32.74,2,Young Adult,2026-03-31 14:30:24
Twilight (Twilight #1),41.93,2,Default,2026-03-31 14:30:24
Twenties Girl,42.8,2,Womens Fiction,2026-03-31 14:30:24
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,Nonfiction,2026-03-31 14:30:24
Three-Martini Lunch,23.21,3,Fiction,2026-03-31 14:30:24
"Thinking, Fast and Slow",21.14,1,Psychology,2026-03-31 14:30:24
The Wild Robot,56.07,3,Childrens,2026-03-31 14:30:24
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,Sequential Art,2026-03-31 14:30:24
The Undomestic Goddess,45.75,4,Womens Fiction,2026-03-31 14:30:24
The Travelers,15.77,1,Thriller,2026-03-31 14:30:24
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,Add a comment,2026-03-31 14:30:24
The Thing About Jellyfish,48.77,1,Childrens,2026-03-31 14:30:24
The Stand,57.86,2,Horror,2026-03-31 14:30:24
The Smitten Kitchen Cookbook,23.59,1,Food and Drink,2026-03-31 14:30:24
The Silkworm (Cormoran Strike #2),23.05,5,Mystery,2026-03-31 14:30:24
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,Sequential Art,2026-03-31 14:30:24
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,Fantasy,2026-03-31 14:30:24
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,Travel,2026-03-31 14:30:24
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,Biography,2026-03-31 14:30:24
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,Science Fiction,2026-03-31 14:30:24
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,Add a comment,2026-03-31 14:30:24
The Red Tent,35.66,5,Historical Fiction,2026-03-31 14:30:24
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,Add a comment,2026-03-31 14:30:24
The Purest Hook (Second Circle Tattoos #3),12.25,1,Romance,2026-03-31 14:30:24
The Picture of Dorian Gray,29.7,2,Classics,2026-03-31 14:30:24
The Paris Wife,36.8,3,Default,2026-03-31 14:30:24
The Obsession,45.43,1,Romance,2026-03-31 14:30:24
The Nightingale,26.26,4,Fiction,2026-03-31 14:30:24
The New Guy (and Other Senior Year Distractions),44.92,3,Young Adult,2026-03-31 14:30:24
The Nanny Diaries (Nanny #1),52.53,5,Womens Fiction,2026-03-31 14:30:24
The Name of God is Mercy,37.25,2,Nonfiction,2026-03-31 14:30:24
The Maze Runner (The Maze Runner #1),20.93,1,Default,2026-03-31 14:30:24
The Lover's Dictionary,58.09,2,Default,2026-03-31 14:30:24
The Lonely Ones,43.59,5,Childrens,2026-03-31 14:30:24
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,Business,2026-03-31 14:30:24
The Last Painting of Sara de Vos,55.55,2,Historical Fiction,2026-03-31 14:30:24
"The Land of 10,000 Madonnas",29.64,4,Young Adult,2026-03-31 14:30:24
The Infinities,27.41,1,Fiction,2026-03-31 14:30:24
The Husband's Secret,52.51,5,Fiction,2026-03-31 14:30:24
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,Add a comment,2026-03-31 14:30:24
The Guns of August,14.54,2,History,2026-03-31 14:30:24
The Guernsey Literary and Potato Peel Pie Society,49.53,1,Historical Fiction,2026-03-31 14:30:24
The Goldfinch,43.58,3,Default,2026-03-31 14:30:24
The Giver (The Giver Quartet #1),12.3,1,Default,2026-03-31 14:30:24
The Girl with All the Gifts,49.47,3,Horror,2026-03-31 14:30:24
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,Default,2026-03-31 14:30:24
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,Add a comment,2026-03-31 14:30:24
The Exiled,43.45,3,Mystery,2026-03-31 14:30:24
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,Add a comment,2026-03-31 14:30:24
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,Science,2026-03-31 14:30:24
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,Science,2026-03-31 14:30:24
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,Womens Fiction,2026-03-31 14:30:24
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,Default,2026-03-31 14:30:24
The Day the Crayons Came Home (Crayons),26.33,5,Childrens,2026-03-31 14:30:24
The Da Vinci Code (Robert Langdon #2),22.96,2,Fiction,2026-03-31 14:30:24
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,Mystery,2026-03-31 14:30:24
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,Classics,2026-03-31 14:30:24
The Complete Poems,41.32,5,Add a comment,2026-03-31 14:30:24
The Catcher in the Rye,24.55,1,Add a comment,2026-03-31 14:30:24
The Cat in the Hat (Beginner Books B-1),16.26,2,Childrens,2026-03-31 14:30:24
The Case for Christ (Cases for Christianity),47.84,1,Add a comment,2026-03-31 14:30:24
The Book Thief,53.49,2,Default,2026-03-31 14:30:24
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,Sports and Games,2026-03-31 14:30:24
The Blind Side: Evolution of a Game,53.71,5,Add a comment,2026-03-31 14:30:24
The Autobiography of Malcolm X,23.43,2,Default,2026-03-31 14:30:24
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,Food and Drink,2026-03-31 14:30:24
The Art of Fielding,22.1,1,Fiction,2026-03-31 14:30:24
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,Science,2026-03-31 14:30:24
Stiff: The Curious Lives of Human Cadavers,36.74,3,Nonfiction,2026-03-31 14:30:24
Spilled Milk: Based on a True Story,49.51,1,Nonfiction,2026-03-31 14:30:24
Something Borrowed (Darcy & Rachel #1),48.96,5,Womens Fiction,2026-03-31 14:30:24
Something Blue (Darcy & Rachel #2),54.62,1,Womens Fiction,2026-03-31 14:30:24
Soldier (Talon #3),24.72,2,Fantasy,2026-03-31 14:30:24
Shopaholic & Baby (Shopaholic #5),46.45,2,Default,2026-03-31 14:30:24
Seven Days in the Art World,52.33,2,Add a comment,2026-03-31 14:30:24
Seven Brief Lessons on Physics,30.6,4,Science,2026-03-31 14:30:24
Scarlet (The Lunar Chronicles #2),14.57,4,Young Adult,2026-03-31 14:30:24
Sarah's Key,46.29,1,Add a comment,2026-03-31 14:30:24
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,Sequential Art,2026-03-31 14:30:24
Running with Scissors,12.91,4,Autobiography,2026-03-31 14:30:24
Rogue Lawyer (Rogue Lawyer #1),50.11,3,Add a comment,2026-03-31 14:30:24
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,Nonfiction,2026-03-31 14:30:24
Rework,44.88,2,Business,2026-03-31 14:30:24
Reservations for Two,11.1,3,Romance,2026-03-31 14:30:24
Red: The True Story of Red Riding Hood,28.54,3,Childrens,2026-03-31 14:30:24
Ready Player One,19.07,4,Science Fiction,2026-03-31 14:30:24
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,Default,2026-03-31 14:30:24
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,Sequential Art,2026-03-31 14:30:24
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,Sequential Art,2026-03-31 14:30:24
Packing for Mars: The Curious Science of Life in the Void,56.68,2,Default,2026-03-31 14:30:24
Outliers: The Story of Success,14.16,1,Nonfiction,2026-03-31 14:30:24
Original Fake,31.45,3,Sequential Art,2026-03-31 14:30:24
Orange Is the New Black,24.61,2,Default,2026-03-31 14:30:24
One for the Money (Stephanie Plum #1),32.87,2,Default,2026-03-31 14:30:24
Notes from a Small Island (Notes From a Small Island #1),40.17,1,Nonfiction,2026-03-31 14:30:24
Night (The Night Trilogy #1),13.51,1,Nonfiction,2026-03-31 14:30:24
Neither Here nor There: Travels in Europe,38.95,3,Travel,2026-03-31 14:30:24
Naked,31.69,3,Humor,2026-03-31 14:30:24
Morning Star (Red Rising #3),29.4,1,Default,2026-03-31 14:30:24
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,Nonfiction,2026-03-31 14:30:24
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,Fantasy,2026-03-31 14:30:24
Me Talk Pretty One Day,57.6,2,Autobiography,2026-03-31 14:30:24
Manuscript Found in Accra,34.98,2,Add a comment,2026-03-31 14:30:24
Lust & Wonder,11.87,2,Autobiography,2026-03-31 14:30:24
Lila (Gilead #3),12.47,3,Fiction,2026-03-31 14:30:24
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,Science Fiction,2026-03-31 14:30:24
Life Without a Recipe,59.04,5,Autobiography,2026-03-31 14:30:24
Life After Life,26.13,2,Default,2026-03-31 14:30:24
Letter to a Christian Nation,22.2,1,Nonfiction,2026-03-31 14:30:24
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,Nonfiction,2026-03-31 14:30:24
Legend (Legend #1),43.69,4,Young Adult,2026-03-31 14:30:24
"Lean In: Women, Work, and the Will to Lead",25.02,1,Default,2026-03-31 14:30:24
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,Humor,2026-03-31 14:30:24
Lady Renegades (Rebel Belle #3),53.04,5,Young Adult,2026-03-31 14:30:24
Jurassic Park (Jurassic Park #1),44.97,1,Fiction,2026-03-31 14:30:24
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,Nonfiction,2026-03-31 14:30:24
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,Default,2026-03-31 14:30:24
Into the Wild,56.7,5,Nonfiction,2026-03-31 14:30:24
Inferno (Robert Langdon #4),41.0,5,Fiction,2026-03-31 14:30:24
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,Nonfiction,2026-03-31 14:30:24
If I Run (If I Run #1),49.97,4,Christian Fiction,2026-03-31 14:30:24
I've Got Your Number,19.69,1,Womens Fiction,2026-03-31 14:30:24
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,Nonfiction,2026-03-31 14:30:24
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,Food and Drink,2026-03-31 14:30:24
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,History,2026-03-31 14:30:24
House of Leaves,54.89,1,Horror,2026-03-31 14:30:24
Horrible Bear!,37.52,2,Childrens,2026-03-31 14:30:24
Holidays on Ice,51.07,2,Humor,2026-03-31 14:30:24
Heir to the Sky,44.07,4,Fantasy,2026-03-31 14:30:24
Green Eggs and Ham (Beginner Books B-16),10.79,4,Childrens,2026-03-31 14:30:24
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,Sequential Art,2026-03-31 14:30:24
Gratitude,26.66,5,Nonfiction,2026-03-31 14:30:24
Gone Girl,37.6,5,Default,2026-03-31 14:30:24
Golden (Heart of Dread #3),42.21,4,Young Adult,2026-03-31 14:30:24
Girl in the Blue Coat,46.83,2,Historical Fiction,2026-03-31 14:30:24
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,Sequential Art,2026-03-31 14:30:24
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,Sports and Games,2026-03-31 14:30:24
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,Add a comment,2026-03-31 14:30:24
Fifty Shades Freed (Fifty Shades #3),15.36,5,Adult Fiction,2026-03-31 14:30:24
Fellside,38.62,1,Default,2026-03-31 14:30:24
Extreme Prey (Lucas Davenport #26),25.4,3,Mystery,2026-03-31 14:30:24
Eragon (The Inheritance Cycle #1),43.87,3,Fantasy,2026-03-31 14:30:24
Eclipse (Twilight #3),18.74,1,Default,2026-03-31 14:30:24
Dune (Dune #1),54.86,1,Science Fiction,2026-03-31 14:30:24
Dracula,52.62,3,Default,2026-03-31 14:30:24
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,Science Fiction,2026-03-31 14:30:24
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,Nonfiction,2026-03-31 14:30:24
Dead Wake: The Last Crossing of the Lusitania,39.24,5,Default,2026-03-31 14:30:24
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,Default,2026-03-31 14:30:24
Darkfever (Fever #1),56.02,1,Fantasy,2026-03-31 14:30:24
Dark Places,23.9,5,Default,2026-03-31 14:30:24
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,Fiction,2026-03-31 14:30:24
Counting Thyme,10.62,1,Childrens,2026-03-31 14:30:24
Cosmos,36.17,2,Add a comment,2026-03-31 14:30:24
Civilization and Its Discontents,59.95,2,Psychology,2026-03-31 14:30:24
Cinder (The Lunar Chronicles #1),26.09,1,Young Adult,2026-03-31 14:30:24
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,Parenting,2026-03-31 14:30:24
Career of Evil (Cormoran Strike #3),24.72,2,Mystery,2026-03-31 14:30:24
Breaking Dawn (Twilight #4),35.28,5,Default,2026-03-31 14:30:24
Brave Enough,51.32,5,Nonfiction,2026-03-31 14:30:24
Boy Meets Boy,21.12,3,Young Adult,2026-03-31 14:30:24
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,Nonfiction,2026-03-31 14:30:24
Blink: The Power of Thinking Without Thinking,21.74,5,Nonfiction,2026-03-31 14:30:24
Black Flags: The Rise of ISIS,40.87,1,Nonfiction,2026-03-31 14:30:24
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,Sequential Art,2026-03-31 14:30:24
Big Little Lies,22.11,1,Fiction,2026-03-31 14:30:24
Between Shades of Gray,20.79,5,Historical Fiction,2026-03-31 14:30:24
Best of My Love (Fool's Gold #20),27.41,2,Romance,2026-03-31 14:30:24
Beowulf,38.35,2,Classics,2026-03-31 14:30:24
Beautiful Creatures (Caster Chronicles #1),21.55,5,Default,2026-03-31 14:30:24
Awkward,38.02,2,Sequential Art,2026-03-31 14:30:24
Ash,22.06,4,Fantasy,2026-03-31 14:30:24
Are We There Yet?,10.66,3,Childrens,2026-03-31 14:30:24
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,Nonfiction,2026-03-31 14:30:24
Annie on My Mind,36.83,5,Young Adult,2026-03-31 14:30:24
And Then There Were None,35.01,2,Classics,2026-03-31 14:30:24
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,Nonfiction,2026-03-31 14:30:24
A Visit from the Goon Squad,14.08,5,Default,2026-03-31 14:30:24
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,Fantasy,2026-03-31 14:30:24
A Heartbreaking Work of Staggering Genius,54.29,5,Autobiography,2026-03-31 14:30:24
8 Keys to Mental Health Through Exercise,31.04,1,Psychology,2026-03-31 14:30:24
#GIRLBOSS,50.96,1,Add a comment,2026-03-31 14:30:24
"The Suffragettes (Little Black Classics, #96)",11.89,2,Nonfiction,2026-03-31 14:30:24
The Sense of an Ending,31.38,3,Add a comment,2026-03-31 14:30:24
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,Sequential Art,2026-03-31 14:30:24
The Course of Love,16.78,3,Fiction,2026-03-31 14:30:24
Sugar Rush (Offensive Line #2),24.42,1,Sports and Games,2026-03-31 14:30:24
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,Sequential Art,2026-03-31 14:30:24
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,Philosophy,2026-03-31 14:30:24
New Moon (Twilight #2),12.86,4,Young Adult,2026-03-31 14:30:24
Life,31.58,5,Music,2026-03-31 14:30:24
Kindle Paperwhite User's Guide,34.0,3,Nonfiction,2026-03-31 14:30:24
H is for Hawk,57.42,5,Nonfiction,2026-03-31 14:30:24
Girl Online On Tour (Girl Online #2),53.47,1,Young Adult,2026-03-31 14:30:24
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,Sequential Art,2026-03-31 14:30:24
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,Childrens,2026-03-31 14:30:24
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,Sequential Art,2026-03-31 14:30:24
While You Were Mine,41.32,5,Historical Fiction,2026-03-31 14:30:24
Where Lightning Strikes (Bleeding Stars #3),39.77,3,Romance,2026-03-31 14:30:24
When I'm Gone,51.96,3,Fiction,2026-03-31 14:30:24
Ways of Seeing,39.51,5,Art,2026-03-31 14:30:24
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,Paranormal,2026-03-31 14:30:24
Vampire Girl (Vampire Girl #1),53.82,2,Fantasy,2026-03-31 14:30:24
Twenty Love Poems and a Song of Despair,30.95,4,Poetry,2026-03-31 14:30:24
Travels with Charley: In Search of America,57.82,5,Nonfiction,2026-03-31 14:30:24
Three Wishes (River of Time: California #1),44.18,2,Science Fiction,2026-03-31 14:30:24
This One Moment (Pushing Limits #1),48.71,1,Romance,2026-03-31 14:30:24
The Zombie Room,19.69,5,Default,2026-03-31 14:30:24
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,Sequential Art,2026-03-31 14:30:24
The Tumor,41.56,5,Nonfiction,2026-03-31 14:30:24
The Story of Hong Gildong,43.19,4,Classics,2026-03-31 14:30:24
The Silent Wife,12.34,5,Fiction,2026-03-31 14:30:24
The Silent Twin (Detective Jennifer Knight #3),36.25,3,Fantasy,2026-03-31 14:30:24
The Selfish Gene,29.45,1,Science,2026-03-31 14:30:24
The Secret Healer,34.56,3,Historical Fiction,2026-03-31 14:30:24
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,Sequential Art,2026-03-31 14:30:24
The Republic,33.78,3,Add a comment,2026-03-31 14:30:24
The Odyssey,29.64,3,Add a comment,2026-03-31 14:30:24
